name,code,rgb,detail_url,brand_descr,lrv,collection,recommendations
Guilford Green,HC-116,"rgb(203, 205, 174)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-116/guilford-green,A gentle green hue with pleasing warm undertones.,57.22,Historical Colors,
Hancock Green,HC-117,"rgb(212, 218, 191)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-117/hancock-green,"A fresh, crisp minty green.",66.06,Historical Colors,
Sherwood Green,HC-118,"rgb(169, 181, 149)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-118/sherwood-green,A spirited medium green with just the right amount of saturation.,43.09,Historical Colors,
Kittery Point Green,HC-119,"rgb(191, 203, 173)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-119/kittery-point-green,A lush pistachio hue that can bring quaint charm to a space.,55.98,Historical Colors,
Concord Ivory,HC-12,"rgb(231, 205, 141)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-12/concord-ivory,A sophisticated yellow-gold with quiet apricot undertones.,60.04,Historical Colors,
Van Alen Green,HC-120,"rgb(202, 215, 192)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-120/van-alen-green,"Bright, clean undertones give this pastel green an ultra-fresh quality.",64.32,Historical Colors,
Peale Green,HC-121,"rgb(88, 106, 84)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-121/peale-green,"An earthy, classic forest green.",14.15,Historical Colors,
Great Barrington Green,HC-122,"rgb(121, 128, 100)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-122/great-barrington-green,A deep mossy green with a warm finish.,21.39,Historical Colors,
Kennebunkport Green,HC-123,"rgb(145, 157, 130)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-123/kennebunkport-green,A versatile medium green with a cool cast.,31.32,Historical Colors,
Caldwell Green,HC-124,"rgb(98, 112, 103)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-124/caldwell-green,An attractive hunter green with a subtle slate undertone.,16.27,Historical Colors,
Cushing Green,HC-125,"rgb(104, 118, 102)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-125/cushing-green,A balanced dark green that can flatter a wide range of color schemes and styles.,17.98,Historical Colors,
Avon Green,HC-126,"rgb(115, 127, 106)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-126/avon-green,"A lush, earthy green shaded with hushed gray tones.",20.99,Historical Colors,
Fairmont Green,HC-127,"rgb(99, 132, 105)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-127/fairmont-green,A straightforward green that conjures fresh-cut grass.,21.08,Historical Colors,
Clearspring Green,HC-128,"rgb(117, 154, 128)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-128/clearspring-green,A bold shade of jade that can energize a space.,28.72,Historical Colors,
Southfield Green,HC-129,"rgb(135, 171, 147)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-129/southfield-green,An effervescent green with a refreshing cast.,36.74,Historical Colors,
Millington Gold,HC-13,"rgb(184, 156, 91)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-13/millington-gold,Deep olive tones define this earthy shade of ochre.,34.2,Historical Colors,
Webster Green,HC-130,"rgb(100, 128, 108)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-130/webster-green,A dark green with a crisp and clean finish.,20.2,Historical Colors,
Lehigh Green,HC-131,"rgb(117, 149, 125)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-131/lehigh-green,"This soft, grassy green brings the perfect amount of color to a room.",27.09,Historical Colors,
Harrisburg Green,HC-132,"rgb(138, 171, 152)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-132/harrisburg-green,A lively jade spiked with cool undertones.,36.96,Historical Colors,
Yorktowne Green,HC-133,"rgb(70, 90, 93)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-133/yorktowne-green,"A dark, sophisticated teal with pronounced notes of blue, green, and gray.",11.1,Historical Colors,
Tarrytown Green,HC-134,"rgb(65, 87, 82)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-134/tarrytown-green,A deep pine green with a slightly cool cast.,9.71,Historical Colors,
Lafayette Green,HC-135,"rgb(72, 96, 85)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-135/lafayette-green,A stately dark green that sets a dramatic mood.,10.54,Historical Colors,
Waterbury Green,HC-136,"rgb(108, 145, 135)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-136/waterbury-green,A lush green with a healthy dose of blue.,25.78,Historical Colors,
Mill Springs Blue,HC-137,"rgb(125, 161, 154)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-137/mill-springs-blue,A buoyant blue-green that captures the exuberance of spring.,33.57,Historical Colors,
Covington Blue,HC-138,"rgb(147, 181, 172)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-138/covington-blue,A medium blue-green that brings a quiet grace to the room.,43.21,Historical Colors,
Salisbury Green,HC-139,"rgb(176, 186, 164)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-139/salisbury-green,A charming mid-toned green with prominent gray tones.,46.39,Historical Colors,
Princeton Gold,HC-14,"rgb(194, 170, 108)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-14/princeton-gold,A lush yet grounded golden ochre.,39.37,Historical Colors,
Prescott Green,HC-140,"rgb(190, 201, 183)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-140/prescott-green,"A soft, powdery green with a trace of blue.",55.76,Historical Colors,
Hollingsworth Green,HC-141,"rgb(204, 212, 196)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-141/hollingsworth-green,Create a relaxing oasis with this feather-light green.,63.25,Historical Colors,
Stratton Blue,HC-142,"rgb(147, 169, 160)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-142/stratton-blue,A muted blue-green that can quietly anchor a room.,37.77,Historical Colors,
Wythe Blue,HC-143,"rgb(170, 190, 180)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-143/wythe-blue,"An easy, genteel blue-green with a subtle gray cast.",48.11,Historical Colors,
Palladian Blue,HC-144,"rgb(193, 209, 201)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-144/palladian-blue,"All is calm with this soft, airy blue-green that conjures clear skies.",60.4,Historical Colors,
Van Courtland Blue,HC-145,"rgb(134, 152, 158)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-145/van-courtland-blue,An elegant old-world blue that also works well in traditional and contemporary spaces.,31.47,Historical Colors,
Wedgewood Gray,HC-146,"rgb(172, 191, 189)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-146/wedgewood-gray,A classic soft blue with endless versatility.,49.59,Historical Colors,
Woodlawn Blue,HC-147,"rgb(193, 208, 202)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-147/woodlawn-blue,A delicate wash of blue that brings to mind a fine crystal.,60.65,Historical Colors,
Jamestown Blue,HC-148,"rgb(130, 160, 166)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-148/jamestown-blue,A slightly muted cast gives this cornflower hue an appealing lived-in quality.,33.78,Historical Colors,
Buxton Blue,HC-149,"rgb(157, 182, 186)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-149/buxton-blue,A buoyant blue that adds instant charm to a space.,44.97,Historical Colors,
Henderson Buff,HC-15,"rgb(203, 186, 132)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-15/henderson-buff,An earthy medium yellow with a hint of green.,48.78,Historical Colors,
Yarmouth Blue,HC-150,"rgb(181, 200, 201)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-150/yarmouth-blue,A classic airy blue that can instantly freshen up the room.,55.82,Historical Colors,
Buckland Blue,HC-151,"rgb(97, 134, 151)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-151/buckland-blue,A dramatic yet slightly faded cerulean blue fit for traditional or contemporary spaces.,23.2,Historical Colors,
Whipple Blue,HC-152,"rgb(118, 158, 176)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-152/whipple-blue,A vibrant cornflower that can subtly energize a space.,32.37,Historical Colors,
Marlboro Blue,HC-153,"rgb(149, 185, 198)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-153/marlboro-blue,A classic medium blue that can create an understated backdrop or command a room.,46.07,Historical Colors,
Hale Navy,HC-154,"rgb(67, 75, 86)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-154/hale-navy,A use-anywhere shade of navy with a classic maritime feel.,8.36,Historical Colors,
Newburyport Blue,HC-155,"rgb(70, 85, 102)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-155/newburyport-blue,Pronounced tones yet an overall understated quality makes this a perfect dark blue for the home.,10.31,Historical Colors,
Van Deusen Blue,HC-156,"rgb(72, 91, 110)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-156/van-deusen-blue,A foundational blue color that fits easily into both traditional and modern spaces.,11.97,Historical Colors,
Narragansett Green,HC-157,"rgb(67, 81, 85)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-157/narragansett-green,"A bold, blackened teal that conveys a strong sense of history and architectural relevance.",9.14,Historical Colors,
Newburg Green,HC-158,"rgb(68, 89, 98)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-158/newburg-green,A captivating shade of teal that brings stylish sophistication to a space.,10.58,Historical Colors,
Philipsburg Blue,HC-159,"rgb(98, 120, 133)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-159/philipsburg-blue,A grayish blue that conjures still waters at dusk.,19.06,Historical Colors,
Livingston Gold,HC-16,"rgb(160, 139, 95)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-16/livingston-gold,"An intriguing mix of brown, green and yellow tones distinguish this deep taupe hue.",26.02,Historical Colors,
Knoxville Gray,HC-160,"rgb(94, 108, 108)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-160/knoxville-gray,An alluring blue-green with a heavy dose of gray.,15.68,Historical Colors,
Templeton Gray,HC-161,"rgb(119, 134, 134)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-161/templeton-gray,A stylish blue-gray with intriguing depth.,23.9,Historical Colors,
Brewster Gray,HC-162,"rgb(138, 150, 150)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-162/brewster-gray,"A handsome, blue-tinged gray that recalls regal, ivy-covered stone buildings.",29.97,Historical Colors,
Duxbury Gray,HC-163,"rgb(127, 134, 127)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-163/duxbury-gray,"This sophisticated mid-tone blends green, blue, and gray.",23.6,Historical Colors,
Puritan Gray,HC-164,"rgb(151, 159, 155)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-164/puritan-gray,A dignified blue-gray that balances beautifully with lighter and darker hues.,34.29,Historical Colors,
Boothbay Gray,HC-165,"rgb(170, 178, 176)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-165/boothbay-gray,A timeless blue-gray with effortless adaptability.,43.26,Historical Colors,
Kendall Charcoal,HC-166,"rgb(103, 102, 98)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-166/kendall-charcoal,"With its rich, varied undertones, this dark neutral works beautifully with a wide spectrum of colors.",14.61,Historical Colors,
Amherst Gray,HC-167,"rgb(117, 118, 112)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-167/amherst-gray,"A versatile dark gray that recalls both stately manors and sleek, modern architecture.",18.8,Historical Colors,
Chelsea Gray,HC-168,"rgb(134, 132, 124)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-168/chelsea-gray,A handsome gray with the slightest hint of brown.,23.33,Historical Colors,
Coventry Gray,HC-169,"rgb(184, 186, 182)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-169/coventry-gray,A steadfast medium gray with relatively neutral undertones.,48.18,Historical Colors,
Summerdale Gold,HC-17,"rgb(193, 168, 115)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-17/summerdale-gold,A grounded honey gold with hushed green undertones.,39.3,Historical Colors,
Stonington Gray,HC-170,"rgb(202, 203, 197)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-170/stonington-gray,An all-purpose silvery gray with relatively neutral undertones.,59.36,Historical Colors,
Wickham Gray,HC-171,"rgb(212, 216, 210)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-171/wickham-gray,An eye-pleasing blue-gray with endless versatility.,67.87,Historical Colors,
Revere Pewter,HC-172,"rgb(203, 198, 184)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-172/revere-pewter,An iconic neutral that provides a versatile bridge between warm and cool tones.,55.05,Historical Colors,
Edgecomb Gray,HC-173,"rgb(217, 211, 196)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-173/edgecomb-gray,"A go-to neutral that can refresh a space, while providing a warm, welcoming feeling.",63.09,Historical Colors,
Lancaster Whitewash,HC-174,"rgb(230, 225, 203)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-174/lancaster-whitewash,A green-tinged neutral that brings a soft glow to the room.,72.61,Historical Colors,
Briarwood,HC-175,"rgb(160, 152, 137)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-175/briarwood,An elegant neutral with shades of gray and brown that works in virtually any setting.,31.8,Historical Colors,
Annapolis Gray,HC-176,"rgb(201, 190, 175)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-176/annapolis-gray,This effortless neutral brings just a blush of color to any space.,50.72,Historical Colors,
Richmond Bisque,HC-177,"rgb(217, 198, 166)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-177/richmond-bisque,A deep bisque with warm and welcoming notes.,56.12,Historical Colors,
Charcoal Slate,HC-178,"rgb(100, 103, 105)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-178/charcoal-slate,A handsome dark gray with moody indigo undertones.,14.51,Historical Colors,
Platinum Gray,HC-179,"rgb(168, 169, 163)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-179/platinum-gray,A classic mid-tone gray that provides a clean canvas for bold décor.,39.64,Historical Colors,
Adams Gold,HC-18,"rgb(218, 202, 156)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-18/adams-gold,"A pale, delicately shaded golden cream.",57.78,Historical Colors,
Cliffside Gray,HC-180,"rgb(204, 208, 202)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-180/cliffside-gray,A breezy wash of gray that conjures pale driftwood.,60.56,Historical Colors,
Heritage Red,HC-181,"rgb(153, 10, 20)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-181/heritage-red,A very classic shade of red that infuses a space with energy and personality.,10.26,Historical Colors,
Classic Burgundy,HC-182,"rgb(105, 24, 26)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-182/classic-burgundy,A full-bodied burgundy with an elegant edge.,7.23,Historical Colors,
Country Redwood,HC-183,"rgb(118, 44, 35)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-183/country-redwood,An orange-tinged burgundy that captures the earthier side of red.,8.03,Historical Colors,
Cottage Red,HC-184,"rgb(102, 42, 37)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-184/cottage-red,Deep brownish tones make this a classic barn red color.,6.69,Historical Colors,
Tudor Brown,HC-185,"rgb(79, 58, 48)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-185/tudor-brown,"Suggestive of quaint European villages, this deep brown exudes classic elegance.",6.43,Historical Colors,
Charleston Brown,HC-186,"rgb(116, 82, 57)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-186/charleston-brown,"A warm, woodsy brown that infuses any space with a sense of history.",10.45,Historical Colors,
Black Forest Green,HC-187,"rgb(36, 46, 44)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-187/black-forest-green,A blackened shade of green that permeates any space with a sense of reassurance.,4.85,Historical Colors,
Essex Green,HC-188,"rgb(39, 54, 46)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-188/essex-green,A nearly black shade of green that inspires thoughts of historic estates overgrown with ivy.,5.64,Historical Colors,
Chrome Green,HC-189,"rgb(11, 65, 46)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-189/chrome-green,A rich ivy green that imparts a strong sense of heritage.,7.13,Historical Colors,
Norwich Brown,HC-19,"rgb(149, 128, 93)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-19/norwich-brown,Earthy brown undertones define this warm neutral hue.,23.02,Historical Colors,
Black,HC-190,"rgb(49, 49, 50)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-190/black,"It doesn't get more classic than this dark, anchoring neutral.",4.56,Historical Colors,
Hamilton Blue,HC-191,"rgb(95, 118, 127)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-191/hamilton-blue,"A dark, stony shade of blue steeped in history.",18.25,Historical Colors,
Beacon Hill Damask,HC-2,"rgb(229, 219, 171)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-2/beacon-hill-damask,A sunny yet soft yellow with a hint of green.,68.05,Historical Colors,
Woodstock Tan,HC-20,"rgb(163, 143, 106)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-20/woodstock-tan,"A versatile, deep shade of tan with a sophisticated touch.",28.52,Historical Colors,
Huntington Beige,HC-21,"rgb(186, 168, 135)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-21/huntington-beige,An easy medium neutral that can gently enliven a space.,40,Historical Colors,
Blair Gold,HC-22,"rgb(188, 164, 112)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-22/blair-gold,A medium ochre with a whisper of green.,37.8,Historical Colors,
Yorkshire Tan,HC-23,"rgb(192, 176, 140)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-23/yorkshire-tan,An adaptable khaki hue with just the right amount of warmth.,43.93,Historical Colors,
Pittsfield Buff,HC-24,"rgb(221, 204, 167)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-24/pittsfield-buff,A comfortable beige with buttery peach undertones.,59.74,Historical Colors,
Quincy Tan,HC-25,"rgb(191, 174, 140)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-25/quincy-tan,A sandy neutral that can flatter warm or cool color schemes.,42.53,Historical Colors,
Monroe Bisque,HC-26,"rgb(218, 202, 170)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-26/monroe-bisque,"A rich, creamy neutral with a touch of warmth.",58.35,Historical Colors,
Monterey White,HC-27,"rgb(233, 229, 208)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-27/monterey-white,"Warm, creamy tones give this understated neutral a welcoming quality.",75.33,Historical Colors,
Shelburne Buff,HC-28,"rgb(203, 181, 141)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-28/shelburne-buff,A honeyed tan that can warm up any space.,47.16,Historical Colors,
Dunmore Cream,HC-29,"rgb(222, 206, 166)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-29/dunmore-cream,Soft yellow undertones bring a charming warmth to this adaptable hue.,59.79,Historical Colors,
Greenmount Silk,HC-3,"rgb(236, 228, 196)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-3/greenmount-silk,An eye-pleasing cross between cream and butter.,75.88,Historical Colors,
Philadelphia Cream,HC-30,"rgb(237, 221, 183)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-30/philadelphia-cream,"Notes of cream soften this warm, versatile hue.",69.12,Historical Colors,
Waterbury Cream,HC-31,"rgb(221, 202, 154)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-31/waterbury-cream,An overall muted cast lends versatility to this earthy yellow.,57.79,Historical Colors,
Standish White,HC-32,"rgb(235, 219, 185)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-32/standish-white,A soft yellow undertone brings a welcoming ease to this neutral hue.,69.53,Historical Colors,
Montgomery White,HC-33,"rgb(244, 226, 192)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-33/montgomery-white,"A soft, honeyed bisque that casts a delicate, warm glow.",73.92,Historical Colors,
Wilmington Tan,HC-34,"rgb(204, 176, 132)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-34/wilmington-tan,Soft yellow tones give this medium shade of tan a unique cast.,44.69,Historical Colors,
Powell Buff,HC-35,"rgb(222, 204, 167)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-35/powell-buff,"A soothing, powdery beige that creates a comfortable atmosphere.",59.43,Historical Colors,
Hepplewhite Ivory,HC-36,"rgb(243, 229, 195)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-36/hepplewhite-ivory,An appealing pale yellow with delicate notes of cream.,75.34,Historical Colors,
Mystic Gold,HC-37,"rgb(167, 136, 91)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-37/mystic-gold,Deep honey tones define this earthy bronze.,26.68,Historical Colors,
Decatur Buff,HC-38,"rgb(193, 167, 125)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-38/decatur-buff,A classic tan with warm golden undertones.,39.82,Historical Colors,
Putnam Ivory,HC-39,"rgb(218, 201, 171)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-39/putnam-ivory,A cozy beige with timeless appeal.,58.49,Historical Colors,
Hawthorne Yellow,HC-4,"rgb(245, 225, 164)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-4/hawthorne-yellow,A bold yet balanced yellow that is a popular accent choice for interiors and exteriors.,71.33,Historical Colors,
Greenfield Pumpkin,HC-40,"rgb(155, 113, 73)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-40/greenfield-pumpkin,"A deep, distinguished hue with notes of yellow and brown.",18.86,Historical Colors,
Richmond Gold,HC-41,"rgb(183, 145, 99)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-41/richmond-gold,A lush caramel that bathes any room in luxurious warmth.,30.5,Historical Colors,
Roxbury Caramel,HC-42,"rgb(202, 163, 120)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-42/roxbury-caramel,Lush apricot tones add charisma to this medium shade.,40.08,Historical Colors,
Tyler Taupe,HC-43,"rgb(177, 150, 111)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-43/tyler-taupe,A deep shade of tan marked by golden undertones.,31.85,Historical Colors,
Lenox Tan,HC-44,"rgb(194, 174, 142)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-44/lenox-tan,An appealing khaki color that strikes a balance between classic comfort and modern-day elegance.,43.14,Historical Colors,
Shaker Beige,HC-45,"rgb(209, 194, 167)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-45/shaker-beige,A quintessential beige neutral that exudes simple elegance.,53.53,Historical Colors,
Jackson Tan,HC-46,"rgb(170, 137, 106)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-46/jackson-tan,An easygoing blend of ginger and nut brown brings an elegant warmth to this mid-tone.,27.77,Historical Colors,
Brookline Beige,HC-47,"rgb(192, 166, 137)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-47/brookline-beige,A pleasing medium neutral with a charming softness.,40.36,Historical Colors,
Bradstreet Beige,HC-48,"rgb(209, 189, 164)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-48/bradstreet-beige,A powdery beige with the slightest hint of blush.,51.72,Historical Colors,
Mayflower Red,HC-49,"rgb(158, 98, 77)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-49/mayflower-red,"A warm rust-colored hue with notes of red, orange, and brown.",17.37,Historical Colors,
Weston Flax,HC-5,"rgb(242, 229, 186)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-5/weston-flax,A classic option for those searching for the perfect buttery yellow.,76.45,Historical Colors,
Georgian Brick,HC-50,"rgb(152, 89, 73)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-50/georgian-brick,A rustic blend of red and orange.,15.46,Historical Colors,
Audubon Russet,HC-51,"rgb(174, 107, 85)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-51/audubon-russet,A rich terra-cotta hue with an effortless ease.,20.95,Historical Colors,
Ansonia Peach,HC-52,"rgb(231, 179, 136)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-52/ansonia-peach,A creamy orange with a genteel feel.,50.15,Historical Colors,
Hathaway Peach,HC-53,"rgb(241, 202, 167)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-53/hathaway-peach,"A powdery, soft shade of coral.",61.67,Historical Colors,
Jumel Peachtone,HC-54,"rgb(241, 213, 183)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-54/jumel-peachtone,Apricot and cream come together in this charming pastel hue.,66.99,Historical Colors,
Winthrop Peach,HC-55,"rgb(205, 169, 144)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-55/winthrop-peach,Dusty undertones give this warm hue a nostalgic charm.,43.21,Historical Colors,
Georgetown Pink Beige,HC-56,"rgb(223, 193, 171)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-56/georgetown-pink-beige,A lush mid-tone with subtle notes of orange and rosy-brown.,55.28,Historical Colors,
Sheraton Beige,HC-57,"rgb(234, 211, 187)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-57/sheraton-beige,"A soft, delicate shade of orange-cream.",66.52,Historical Colors,
Chippendale Rosetone,HC-58,"rgb(214, 179, 163)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-58/chippendale-rosetone,A rosy hue that exudes vintage romance.,48.67,Historical Colors,
Odessa Pink,HC-59,"rgb(226, 200, 186)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-59/odessa-pink,A touch of beige lends versatility to this classic pink.,59.46,Historical Colors,
Windham Cream,HC-6,"rgb(245, 233, 199)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-6/windham-cream,"A sunlit, luscious cream color with a whisper of peach.",79.04,Historical Colors,
Queen Anne Pink,HC-60,"rgb(241, 217, 198)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-60/queen-anne-pink,A pale peach with an understated elegance.,70.51,Historical Colors,
New London Burgundy,HC-61,"rgb(117, 75, 78)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-61/new-london-burgundy,A distinguished deep red with brown undertones.,9.82,Historical Colors,
Somerville Red,HC-62,"rgb(154, 109, 107)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-62/somerville-red,"A dusty shade of wine that can envelop a room with a warm, romantic glow.",19.43,Historical Colors,
Monticello Rose,HC-63,"rgb(208, 174, 159)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-63/monticello-rose,A powdery rose hue that imparts a playful sophistication.,46.07,Historical Colors,
Townsend Harbor Brown,HC-64,"rgb(99, 69, 67)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-64/townsend-harbor-brown,"A dark, grounded burgundy reminiscent of clay-rich soil.",8.22,Historical Colors,
Hodley Red,HC-65,"rgb(119, 77, 74)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-65/hodley-red,A deep red with versatile undertones that shift from an elegant purple to a comfortable brown.,11.02,Historical Colors,
Garrison Red,HC-66,"rgb(140, 89, 86)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-66/garrison-red,Muted yet balanced undertones make this an essential red.,14.34,Historical Colors,
Clinton Brown,HC-67,"rgb(101, 85, 74)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-67/clinton-brown,A deep chocolate-y brown that can anchor a room.,9.87,Historical Colors,
Middlebury Brown,HC-68,"rgb(105, 89, 77)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-68/middlebury-brown,Velvety russet tones add richness to this deep brown.,10.72,Historical Colors,
Whitall Brown,HC-69,"rgb(123, 108, 93)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-69/whitall-brown,Smoky taupe undertones broaden the versatility of this nutty brown hue.,16.54,Historical Colors,
Bryant Gold,HC-7,"rgb(213, 166, 95)",https://www.benjaminmoore.com/en-us/paint-colors/color/hc-7/bryant-gold,A deep golden hue that introduces warmth and luxury into any space.,40.47,Historical Colors,
